Filename,Category,Description
batch1-0619.jpg,"Footwear & Athletic Wear, Clothing & Apparel","seller: henderson, baker and johnson 9191 julie crest suite 912 west ryanfort, me 08544 items no. description qty ils under armour black boys 4,00 athletic shoes 7y 2. adult girl version hermione 1,00 granger cosplay costume gryffindor kid size in stock a the children’s place brown 2,00 dress boy lace up shoes size 12 4. puma boys youth universal fg 5,00 jr soccer cleats 5 white high risk red black 5y de nike zoom kd 9 kevin durant 4,00 youth women's shoes sneakers 6. star wars childs slippers - nwt 1,00 summary vat [%] 10% total 12/27/2015 um eacn eacn eacn eacn eacn eacn client: vazquez, thomas and pugh 20352 miller cliff suite 009 erichaven, sc 98961 net price net worth vat [%] 17,00 68,00 10% 64,16 64,16 10% 8,00 16,00 10% 19,99 99,95 10% 34,49 137,96 10% 2,25 2,25 10% net worth vat 388,32 38,83 $ 388,32 $ 38,83 gross worth 74,80 70,58 17,60 109,94 151,76 2,48 gross worth 427,15 $ 427,15"
batch1-0620.jpg,Technology,"seller: client: brady-mills ewing-young psc 3387, box 7553 apo ae 71048 items no. description qty um 1. nintendo 64 console plus 2 5,00 each games barely played with in partial original box 2. nintendo 2ds super mario 4,00 each maker edition console complete excellent condition summary vat [%] 10% total 147 bond fort apt. 408 new sarafurt, hi 18127 net price net worth vat [%] 49,99 249,95 10% 129,99 519,96 10% net worth vat 769,91 76,99 $ 769,91 $ 76,99 gross worth 274,95 571,96 gross worth 846,90 $ 846,90"
batch1-0621.jpg,"Office Supplies, Books & Media","seller: hamilton, schmidt and graves 7894 klein parkways north monica, il 62260 items no. description qty ils the wim hof method activate 4,00 your potential, transcend your limitsq000 2. merry robin hood by h. pyle 4,00 new sealed illustrated leather bound gift hardback oo christmas cupcake murder: a 5,00 festive & delicious ch... by joanne fluke (p.d.f) 4. sing my way home: voices of 5,00 the new american roots 5: rebecca and ana (american girl 1,00 (quality)) 6. unleashed : the story of tool, 2,00 paperback by mclver, joel, brand new, free shi... ee [new] a divine revelation of 5,00 hell by mary k. baxter summary vat [%] 10% total 03/29/2019 um eacn eacn eacn eacn eacn eacn eacn client: rodriguez, davis and lee 95890 garcia passage suite 732 west victoriaport, sd 78244 net price net worth vat [%] 4,22 16,88 10% 19,99 79,96 10% 2,99 14,95 10% 5,61 28,05 10% 4,49 4,49 10% 16,88 33,76 10% 15,35 76,75 10% net worth vat 254,84 25,48 $ 254,84 $ 25,48 gross worth 18,57 87,96 16,45 30,86 4,94 37,14 84,43 gross worth 280,32 $ 280,32"
batch1-0622.jpg,"Home Furnishings, Books & Media","seller: wood, simmons and schwartz 654 mayer forges port jonathanmouth, nv 82753 items no. description qty um 1. art history portables book 6 by 1,00 each michael w. cothren and marilyn stokstad 5th edtn 2. the invisible life of addie larue, 5,00 each ebook new original high summary vat [%] 10% total client: villa, davis and middleton 5868 jeffery meadows shawtown, sc 41980 net price net worth vat [%] gross worth 26,00 26,00 10% 28,60 2,99 14,95 10% 16,45 net worth vat gross worth 40,95 4,10 45,05 $ 40,95 $ 4,10 $ 45,05"
batch1-0623.jpg,Technology,"seller: gibson, wells and taylor 20644 tanner avenue suite 715 lake gloriaside, nj 49027 items no. description qty um ils b311 nintendo 3ds console 3,00 each cosmo black japan x 2. nintendo game boy micro 3,00 each console - black (oxysfbb) by ps4 playstation 4 500 gb 1,00 each console cuh-1115a bundle, 1 controller, 8 games summary vat [%] 10% total client: roth, key and hubbard 97486 edward shoal stevenport, de 72648 net price 11,99 130,00 349,99 net worth 775,96 $ 775,96 net worth 35,97 390,00 349,99 vat [%] 10% 10% 10% vat 77,60 $ 77,60 gross worth 39,57 429,00 384,99 gross worth 853,56 $ 853,56"
batch1-0624.jpg,Technology,"seller: johns llc 86402 christopher neck apt. 815 davidsonstad, ut 57275 items no. description xbox series x console confirmed pre-order playstation 5 console disc version **preorder*((000 nintendo switch lite turquoise blue console only - no charger [b4-3] nintendo gameboy pocket console green with box mgb-001 japan tested working 55 nintendo gamecube system console bundle mario sunshine + genuine controller lot gold playstation 4 slim limited edition 1tb console with original box + bundle nintendo switch lite console - gray - with animal crossing new horizons game summary total qty 3,00 2,00 5,00 3,00 2,00 1,00 3,00 vat [%] 10% 06/10/2014 um eacl eac eac eac eac eac eac h client: smith plc 651 ritter unions suite 296 whitneymouth, ok 91893 net price 750,00 899,99 135,00 70,00 159,99 420,00 310,00 net worth 6 604,96 $ 6 604,96 net worth vat [%] 2 250,00 10% 1 799,98 10% 675,00 10% 210,00 10% 319,98 10% 420,00 10% 930,00 10% vat 660,50 $ 660,50 gross worth 2 475,00 1 979,98 742,50 231,00 351,98 462,00 1 023,00 gross worth 7 265,46 $7 265,46"
batch1-0625.jpg,Home Furnishings,"seller: summers-hall 92756 burnett stravenue phillipsville, sc 08389 11/05/2018 items no. description 1. 3d starry sky carpet child play area rug kids room carpets mat for living room 2. soft sheepskin mat faux fur fake rug shaggy non slip floor carpet black oo garden flower carpet quilted bedroom floor princess tapis lace rug carpets summary total qty um 3,00 each 5,00 each 3,00 each vat [%] 10% client: watts, soto and potter 85518 kyle burg suite 473 morganborough, id 91027 net price net worth vat [%] 11,69 35,07 10% 9,84 49,20 10% 45,50 136,50 10% net worth vat 220,77 22,08 $ 220,77 $ 22,08 gross worth 38,58 54,12 150,15 gross worth 242,85 $ 242,85"
batch1-0626.jpg,"Office Supplies, Technology","seller: moore, wells and wilson 98502 walker parkways cassandraside, or 96399 items no. description qty 1. 10-core gaming computer 4,00 desktop pc tower hdmi 8gb ddr4 r7 graphic custom built 2. dell desktop computer 3020 5,00 micro tiny pc intel i3 4gb 120gb ssd windows 10 wifi 3: custom gaming computer 2,00 ryzen 7 2700 32gb ddr4 nvidia rtx 2060 rgb ssd 500gb hdd 4. 10-core gaming computer 3,00 desktop pc tower 500 gb quad 8gb amd r7 graphics new 5: dell desktop computer pc 5,00 optiplex 790 quad core i5 8gb 480gb ssd windows 10 wifi 6. dell desktop computer{jintel 2,00 core 2 duo 8gb 1tb hd windows 10 pc 22"" lcd wifi summary vat [%] 10% total 07/12/2013 client: hopkins-moreno 6832 rice mill apt. 735 carterfort, nv 04380 um net price net worth vat [%] each 348,88 395,52 10% each 134,95 674,75 10% each 1 092,27 2 184,54 10% each 501,32 1 503,96 10% each 144,99 724,95 10% each 69,95 139,90 10% net worth vat 6 623,62 662,36 $ 6 623,62 $ 662,36 gross worth 17535,07, 742,23 2 402,99 1 654,36 797,45 153,89 gross worth 7 285,98 $7 285,98"
batch1-0627.jpg,Clothing & Apparel,"seller: richards-alexander 0313 montgomery mill lake amber, nm 64907 items no. description ae max studio womens black sleeveless floral casual dress medium summary total 02/19/2021 client: rhodes-wright uscgc mcdaniel fpo aa 10058 qty um net price net worth vat [%] gross worth 2,00 each 15,99 31,98 10% 35,18 vat [%] net worth vat gross worth 10% 31,98 3,20 35,18 $ 31,98 $ 3,20 $ 35,18"
batch1-0628.jpg,Footwear & Athletic Wear,"06/05/2017 seller: client: arnold, mercer and shelton turner-lee 52469 bonnie station 82461 phillip pine thomasport, al 29602 north garyborough, ar 01009 items no. description qty um net price net worth vat [%] gross worth ils nike pre school kids size 12c 1,00 each 59,99 59,99 10% 65,99 jordan jumpman team ii (ps) aq2797-300 2. joma boys youth gol-102 1,00 each 19,99 19,99 10% 21,99 soccer cleats shoes size 3.5 white red futbol new summary vat [%] net worth vat gross worth 10% 79,98 8,00 87,98 total $ 79,98 $ 8,00 $ 87,98"
batch1-0629.jpg,Food & Dining,"seller: client: bell plc mathews group 89719 dudley squares suite 254 278 jones roads suite 372 lake devon, ca 55408 new kellystad, ks 06180 items no. description qty um net price net worth vat [%] gross worth 1. marijuana leaf wine stopper 1,00 each 7,20 7,20 10% 7,92 2. tiffany and co pair 2 stemless 4,00 each 74,99 299,96 10% 329,96 wine champagne glasses original stickers no box by wine bottle holder from costa 2,00 each 5,00 10,00 10% 11,00 rica has a parrot painted on it 4. vtg (4) 7 ounce since 1852 3,00 each 14,00 42,00 10% 46,20 milk bottle wine carafe juice glass with cork lids summary vat [%] net worth vat gross worth 10% 359,16 35,92 395,08 total $ 359,16 $ 35,92 $ 395,08"
batch1-0630.jpg,Home Furnishings,"seller: boyd-freeman 6187 nicholas mall suite 018 port david, mo 66494 items no. description qty 1. leopard printed rug skin mat 3,00 leather faux fur animals area rugs home carpets summary vat [%] 10% total each 06/17/2020 client: cardenas-young 248 rhonda courts suite 986 pattersonmouth, mi 18168 um net price net worth vat [%] 19,49 58,47 10% net worth vat 58,47 5,85 $ 58,47 $ 5,85 gross worth 64,32 gross worth 64,32 $ 64,32"
batch1-0631.jpg,Home Furnishings,"seller: elliott-clark 95832 lin glen perryborough, ar 79889 items no. description 36 inches marble dinning table top inlay meeting table with semi precious stone 54 inches marble dinning table top hand crafted reception table home furniture semi precious stone work inlaid dinning table top marble kitchen table 42 inches 12"" marble side coffee table top multi stone floral inlay occasional decor w260 summary total qty 1,00 3,00 3,00 2,00 vat [%] 10% 04/08/2018 um eacn eacn eacn eacn client: david ltd 55015 hall forks apt. 563 perkinstown, id 16883 net price net worth vat [%] 1 874,25 1 874,25 10% 4 452,00 13 356,00 10% 2 496,00 7 488,00 10% 259,77 519,54 10% net worth vat 23 237,79 2 323,78 $ 23 237,79 $ 2 323,78 gross worth 2 061,68 14 691,60 8 236,80 571,49 gross worth 25 561,57 $ 25 561,57"
batch1-0632.jpg,"Office Supplies, Technology","seller: white-jackson 695 lauren lake apt. 918 lake suzanne, oh 66351 items no. description qty 1. dell gaming pc i7, nvidia gtx 5,00 1650, ssd + 1tb, 16gb ram, win10, desktop computer 2. dell optiplex 7020 desktop 2,00 computer pc core i5 3.2ghz 8gb 500gb windows 10 pro oo hp pro 6200 desktop tower 1,00 computer core i5 3.1ghz 8gb 500gb windows 10 home wifi 4. dell optiplex sff desktop 4,00 computer windows 10 4gb 160gb summary vat [%] 10% total 10/22/2017 um eacn eacn eacn eacn client: wilson-hanson 944 carr vista port anne, fl 54158 net price 509,95 169,95 179,95 89,99 net worth 3 429,56 $ 3 429,56 net worth vat [%] 2 549,75 10% 339,90 10% 179,95 10% 359,96 10% vat 342,96 $ 342,96 gross worth 2 804,73 373,89 197,95 395,96 gross worth 3772/52 $3 :772,52"
batch1-0633.jpg,Uncategorized,"seller: johnson-smith 46391 davis grove stevensview, nd 37145 items no. description 1. eat and stay slim summary total 07/25/2020 client: parker-ortiz psc 5253, box 5998 apo ae 25563 net price net worth vat [%] each 4,49 22,45 10% net worth vat 22,45 2,25 $ 22,45 $ 2,25 gross worth 24,70 gross worth 24,70 $ 24,70"
batch1-0634.jpg,"Office Supplies, Technology","seller: todd, green and jackson 58627 jackson square apt. 825 east stevenshire, ms 39466 items no. description qty 1. hp z220 desktop computer 2,00 barebone system 2. custom build hp elitedesk 800 5,00 g1 tower i5-4570 3.20ghz desktop computer pc summary vat [%] 10% total um each each 09/10/2012 client: holland, griffin and coleman 1400 deborah junction garciaville, wa 86657 net price net worth vat [%] 70,00 140,00 10% 124,99 624,95 10% net worth vat 764,95 76,49 $ 764,95 $ 76,49 gross worth 154,00 687,44 gross worth 841,44 $ 841,44"
batch1-0635.jpg,Home Furnishings,"12/27/2011 seller: client: villarreal-french pope-garcia 01208 morales ranch 58387 shane tunnel apt. 525 port williamport, dc 68573 kempburgh, ak 70881 items no. description qty um net price net worth vat [%] gross worth ils 21 inches round marble patio 5,00 each 424,15 2 120,75 10% 21b32,83) table top with unique pattern coffee table for home summary vat [%] net worth vat gross worth 10% 2 120,75 212,08 2 332,83 total $ 2120,75 $ 212,08 $ 2 332,83"
batch1-0636.jpg,"Office Supplies, Technology","seller: thompson-fowler 9958 billy point palmerville, az 87335 items no. description qty 1. hp or dell desktop pc computer 3,00 dual core 4gb ram dual 19"" lcds wifi windows 10 summary vat [%] 10% total 01/28/2013 client: young, nielsen and bryant 8246 peter common apt. 733 south jameston, ar 06914 net price net worth vat [%] 179,99 539,97 10% net worth vat 539,97 54,00 $ 539,97 $ 54,00 gross worth 593,97 gross worth 593,97 $ 593,97"
batch1-0637.jpg,Technology,"seller: client: hardin and sons 336 christina trail suite 808 east jacqueline, vt 48482 items no. description qty um ils sony playstation2 console 1,00 each scph-50000 "" peal color "" / tested 11177 2. nintendo wii white console 1,00 each rvl-001 bundle 10 games complete gamecube compatible summary vat [%] 10% total raymond, bennett and franklin 62849 maria forges berrytown, wa 68118 net price net worth vat [%] 60,00 60,00 100,00 100,00 net worth vat 160,00 16,00 $ 160,00 $ 16,00 10% 10% gross worth 66,00 110,00 gross worth 176,00 $ 176,00"
batch1-0638.jpg,Home Furnishings,"seller: garcia-butler 16969 livingston causeway apt. 203 ethanshire, me 77248 items no. description soft sheepskin mat faux fur fake rug shaggy non slip floor carpet black rectangle area rug wood grain carpet mat for living room bedroom - 180x60cm faux fur animal print hide skin rug cowhide area rug floor mat carpet 33.5""x43"" handmade tribal geometric design 4x6 indo-gabbeh oriental rug kids room carpet american palace style carpets room decor printed rug non-slip floor area rugs summary total qty 1,00 4,00 4,00 2,00 1,00 vat [%] 10% 02/14/2015 um eacn eacn eacn eacn eacn client: burns ltd 66562 cory gateway apt. 758 mariofurt, wy 63628 net price 9,84 32,81 26,03 272,60 37,67 net worth 828,07 $ 828,07 net worth vat [%] 9,84 10% 131,24 10% 104,12 10% 545,20 10% 37,67 10% vat 82,81 $ 82,81 gross worth 10,82 144,36 114,53 599,72 41,44 gross worth 910,88 $ 910,88"
batch1-0639.jpg,"Transportation, Utilities, Footwear & Athletic Wear, Clothing & Apparel","seller: andrade-bennett 54803 reginald run apt. 776 garciaville, ml 49875 items no. description qty ils nike air force 1 low 4,00 314192-117 triple white youth boys size 5y 2. the children’s place brown 1,00 dress boy lace up shoes size 12 3: saucony boys' ride iso 1,00 sneaker, white/blue/vizi red, 7 m us little kid 4. cherokee boys grayton skate 3,00 shoes 12 surf skate casual 12k black extra laces 12y s: boys bogs waterproof boots 1,00 youth size 3 6. skechers shoes kids size 2 3,00 summary vat [%] 10% total 09/16/2011 um eacn eacn eacn eacn eacn eacn client: robinson, brown and oliver 47770 osborne roads apt. 099 gallegosfurt, in 80790 net price net worth vat [%] 54,95 219,80 8,00 8,00 27,99 27,99 19,99 59,97 9,80 9,80 10,00 30,00 net worth vat 355,56 35,56 $ 355,56 $ 35,56 10% 10% 10% 10% 10% 10% gross worth 241,78 8,80 30,79 65,97 10,78 33,00 gross worth 391,12 $ 391,12"
batch1-0640.jpg,Clothing & Apparel,"seller: ferguson-graham 5908 matthews mountain sotostad, id 66878 items no. description qty ils lumiere large multicolored 5,00 orange short dress nwt summary vat [%] 10% total 06/02/2011 client: alexander-roberts 24160 ortiz mission south rebekah, ks 24447 um net price net worth vat [%] each 4,99 24,95 10% net worth vat 24,95 2,50 $ 24,95 $ 2,50 gross worth 27,45 gross worth 27,45 $ 27,45"
batch1-0641.jpg,"Office Supplies, Technology","seller: duncan, montes and cooper 13062 cathy estates apt. 508 stephensmouth, ga 22100 items no. description qty um 1. gaming pc desktop computer 1,00 each rgb intel i7 gtx 1650, 16gb ram, 2tb hdd, 240gb ssd 2. gaming pc desktop computer 4,00 each intel i7 rgb gtx 1660, 16gb ram, 2tb hdd, 240gb ssd summary vat [%] 10% total client: stephens, thompson and cooper 090 matthew camp lake caroltown, ne 29614 net price net worth vat [%] 689,99 689,99 10% 779,99 3119,96 10% net worth vat 3 809,95 381,00 $ 3 809,95 $ 381,00 gross worth 758,99 3 431,96 gross worth 4 190,95 $4190,95"
batch1-0642.jpg,Footwear & Athletic Wear,"seller: fitzgerald group 716 simmons extension apt. 181 andrewberg, nh 20771 items no. description qty 1. 3 boys sneakers light up size 11 2,00 summary vat [%] 10% total 09/27/2020 client: allison group 4426 johnson port north melanie, la 77500 um net price net worth vat [%] each 3,00 6,00 10% net worth vat 6,00 0,60 $ 6,00 $ 0,60 gross worth 6,60 gross worth 6,60 $ 6,60"
batch1-0643.jpg,Books & Media,"seller: collins-case 0100 walker summit apt. 469 mckeeview, ca 28688 items no. description qty ils q&a a day: 5-year journal 2,00 2. sasinowski m-legacy of ra 4,00 book new 3. high-yield behavioral science 2,00 4. return to virgin river by robyn 5,00 carr ae nutcracker christmas tales new 2,00 sealed illustrated leather bound deluxe hardback summary vat [%] 10% total 08/21/2013 um eacn eacn eacn eacn eacn client: walker, johnson and delgado 0514 weaver views east stephanie, wv 89057 net price net worth vat [%] gross worth 4,49 8,98 10% 9,88 19,40 77,60 10% 85,36 3,99 7,98 10% 8,78 2,99 14,95 10% 16,45 34,99 69,98 10% 76,98 net worth vat gross worth 179,49 17,95 197,44 $ 179,49 $ 17,95 $ 197,44"
batch1-0644.jpg,"Food & Dining, Office Supplies","seller: alvarado, stokes and oliver 86023 lee ferry apt. 876 andersonmouth, la 88736 items no. description qty 1. 1pc wine display rack wine 1,00 holders wine bottle racks for home cabinet 2. wild west wine 4,00 by uncork new york rolling 3,00 vineryards wine glass set of 2 4. refinery wine opener 2,00 5: threshold quality strafford 2,00 champagne glasses set of 4, new in box, wine flutes summary vat [%] 10% total 08/05/2013 client: smith, hernandez and trujillo 5708 turner fields jonesport, mt 38202 um net price net worth vat [%] gross worth each 59,25 59,25 10% 65,18 each 27,00 108,00 10% 118,80 each 5,99 17,97 10% 19,77 each 10,00 20,00 10% 22,00 each 24,99 49,98 10% 54,98 net worth vat gross worth 255,20 25,52 280,72 $ 255,20 $ 25,52 $ 280,72"
batch1-0645.jpg,"Office Supplies, Clothing & Apparel","seller: blair ltd 63031 tracy row suite 600 north justin, dc 18190 items no. description qty ils banana republic maroon 4,00 abstract ruffled wrap dress with slip xs 0 2. stellaluxe one shoulder lace 3,00 dress 3: women sexy lingerie lace 4,00 dress underwear babydoll sleepwear g-string bikini lot 4. r&m; richards woman’s 5,00 blue dress with rhinestone accent short sleeves sz 16w nwt s: women spaghetti strap 2,00 bodycon mini dress sexy party club wear summer short dress 6. new erin erin fertherston 2,00 straight dress white sequence lining sleeveless sz 10 summary vat [%] 10% total 04/26/2017 um eacn eacn eacn eacn eacn eacn client: carpenter llc 826 ramirez brook suite 577 reevesmouth, mn 22324 net price net worth vat [%] 5,00 20,00 25,00 75,00 0,99 3,96 29,99 149,95 4,47 8,94 59,99 119,98 net worth vat 377,83 37,78 $ 377,83 $ 37,78 gross worth 22,00 82,50 4,36 164,94 9,83 131,98 gross worth 415,61 $ 415,61"
batch1-0646.jpg,Books & Media,"seller: client: waller, henry and jones medina-phillips unit 7335 box 6626 74907 kaylee dam dpo aa 91561 north ellenside, de 19332 items no. description qty um net price net worth vat [%] gross worth ils dont sweat the small stuff... 1,00 each 4,49 4,49 10% 4,94 and its all small stuff: simple ways to keep 2. ex-kop 3,00 each 4,49 13,47 10% 14,82 by an hour with jesus 4,00 each 4,49 17,96 10% 19,76 4. winnie the pooh by a. a. milne 5,00 each 19,73 98,65 10% 108,52 illustrated by shepard collector's new hardcover summary vat [%] net worth vat gross worth 10% 134,57 13,46 148,03 total $ 134,57 $ 13,46 $ 148,03"
batch1-0647.jpg,Home Furnishings,"seller: davis-gomez psc 6842, box 7978 apo ae 86821 items no. description qty 1. black shaggy rug 5,00 contemporary living&bedroom; shaggy area rug,carpet 120x80cm 2. world map round carpets room 2,00 printed area rug blue floor mat bedroom play mat 3: chindi rugs carpet new design 3,00 bohemian garden yoga mat indian kilim coverlet 4. muted mauve floral design 4x6 2,00 oushak chobi oriental rug wool home decor carpet 5: round indian braided jute 5,00 carpet | hand woven brown round shape living room rug summary vat [%] 10% total 02/26/2020 um eacn eacn eacn eac eac client: campbell-burns 273 melissa well apt. 176 port julie, de 48314 net price net worth vat [%] 24,80 124,00 10% 83,78 167,56 10% 29,99 89,97 10% 276,36 552,72 10% 49,99 249,95 10% net worth vat 1 184,20 118,42 $ 1 184,20 $ 118,42 gross worth 136,40 184,32 98,97 607,99 274,95 gross worth 1 302,62 $ 1 302,62"
batch1-0648.jpg,"Food & Dining, Office Supplies, Footwear & Athletic Wear","seller: client: anderson, hunt and delgado jordan-spencer 13692 cindy islands 60946 connor falls suite 964 conleyfort, nc 53708 south desiree, hi 42938 items no. description qty um net price net worth vat [%] gross worth ils 9.5 inch dinosaur bones wine 1,00 each 24,00 24,00 10% 26,40 bottle holder 2. luigi bormioli crescendo wine 3,00 each 14,10 42,30 10% 46,53 carafe (480z) by single bottle wine holder mini 3,00 each 39,99 119,97 10% 131,97 bar painted & signed by artist alejandro lopez summary vat [%] net worth vat gross worth 10% 186,27 18,63 204,90 total $ 186,27 $ 18,63 $ 204,90"
batch1-0649.jpg,"Food & Dining, Footwear & Athletic Wear, Home Furnishings","seller: morton-garcia 852 rangel isle suite 447 wendyburgh, ne 36071 items no. description qty ils 24 inches marble sofa table top 4,00 inlay coffee table with malachite stone work 2. yellow stone royal art marble 1,00 dinning table top round garden table top 60 inches oo 18"" white top chess table 5,00 handmade inlaid mosaic decorative art halloween gift 4. 6'x3' multi pietra dura design 3,00 marble dining room table top furniture decor e764 s: 6'x3' black marble top dining 4,00 room table sets scagaliola very pietradure decor summary vat [%] 10% total 08/12/2011 um eacn eacn eacn eacn eacn client: berry, lopez and jordan 6015 jones dam apt. 172 new danielbury, wv 58628 net price net worth vat [%] 615,00 2 460,00 10% 6 756,00 6 756,00 10% 530,00 2 650,00 10% 5 355,17 16 065,51 10% 5 710,22 22 840,88 10% net worth vat 50 772,39 5 077,24 $ 50 772,39 $5 077,24 gross worth 2 706,00 7 431,60 2 915,00 17 672,06 25 124,97 gross worth 55 849,63 $ 55 849,63"
batch1-0650.jpg,Technology,"seller: grant inc 2941 rachel mill suite 264 nicoletown, nv 65935 items no. description qty ils new nintendo 2ds xl console 1,00 black/turquoise w/ mario kart 7 preinstalled -ja1141 summary vat [%] 10% total um each 11/08/2015 client: marsh, harris and ortiz 6103 autumn forges south bruce, sc 29993 net price net worth vat [%] 129,99 129,99 10% net worth vat 129,99 13,00 $ 129,99 $ 13,00 gross worth 142,99 gross worth 142,99 $ 142,99"
batch1-0651.jpg,"Footwear & Athletic Wear, Clothing & Apparel","seller: norris-duran 585 erik locks sonyafort, nv 79566 items no. description qty 1. steve madden bserge boys 4,00 black dress leather loafer shoes us 4 nib 2. lotto youth boys fuerzapura 2,00 l500 jr soccer cleats size 2.5 white blue m6147 2.5y oo timberland boots 5.5y 2,00 4. plae sam 2.0 shoes sandals 1,00 breathable summer strap navy blue size 12 kid summary vat [%] 10% total 02/10/2012 um eacn eacn eacn eacn client: marshall and sons 6576 frazier land apt. 370 south andrew, co 19391 net price net worth vat [%] 39,95 159,80 10% 19,99 39,98 10% 22,00 44,00 10% 15,00 15,00 10% net worth vat 258,78 25,88 $ 258,78 $ 25,88 gross worth 175,78 43,98 48,40 16,50 gross worth 284,66 $ 284,66"
batch1-0652.jpg,Clothing & Apparel,"seller: smith, johnson and moore 701 timothy rapids suite 816 lake andres, ky 81497 items no. description qty 1. r&m; richards woman’s 3,00 blue dress with rhinestone accent short sleeves sz 16w nwt 2. scott mccintock size 12 5,00 black party dress with sparklind top a vintage gothic lolita dress 3,00 women loose puff sleeve pure color princess dresses 4. nwot italian dress grey black 1,00 size xs made in italy s: 14 colors women spaghetti 4,00 strap bodycon mini dress sexy party club wear dresses 6. karen scott 3x dress 1,00 ee adult kids pokemon pikachu 3,00 kigurumi pajama cosplay christmas costume sleepwear summary vat [%] 10% total 05/12/2020 um eacn eacn eacn eacn eacn eacn eacn client: taylor plc unit 8528 box 8676 dpo ae 62685 net price 29,99 25,00 22,70) 44,99 4,71 5,99 9,95 net worth 382,95 $ 382,95 net worth 89,97 125,00 68,31 44,99 18,84 5,99 29,85 vat [%] 10% 10% 10% 10% 10% 10% 10% vat 38,30 $ 38,30 gross worth 98,97 137,50 75,14 49,49 20,72 6,59 32,83 gross worth 421,25 $ 421,25"
batch1-0653.jpg,"Home Furnishings, Clothing & Apparel","seller: client: smith-brown haas, garcia and white uss olsen 50041 bradley ridge suite 044 fpo aa 81663 port chrisbury, wy 36809 items no. description qty um net price net worth vat [%] gross worth ils 14 colors women spaghetti 1,00 each 4,71 4,71 10% 5,18 strap bodycon mini dress sexy party club wear dresses 2. r&m; richards woman’s 4,00 each 29,99 119,96 10% 131,96 blue print long dress with shrug jacket size 18w nwt bh nwt as u wish new black 2,00 each 4,00 8,00 10% 8,80 chevron size small sequin cocktail formal dress prom summary vat [%] net worth vat gross worth 10% 132,67 13,27 145,94 total $ 132,67 $ 13,27 $ 145,94"
batch1-0654.jpg,Clothing & Apparel,"seller: cantrell, barnes and miller 052 lisa brooks lake scott, mn 08952 items no. description 1 hanna anderson women's l large coral short sleeve casual fall tee shirt dress 2. burent orange long dress with beads sue wong size 2 3: liza byrd dress sz l- coral green medallion print short sleeve 100% cotton line summary total qty 5,00 4,00 1,00 vat [%] 10% 02/08/2020 um each each each client: craig, fox and anderson 14177 elizabeth manor south michellefurt, ma 25472 net price net worth vat [%] 24,00 120,00 10% 75,00 300,00 10% 17,99 17,99 10% net worth vat 437,99 43,80 $ 437,99 $ 43,80 gross worth 132,00 330,00 19,79 gross worth 481,79 $ 481,79"
batch1-0655.jpg,"Office Supplies, Technology","seller: client: caldwell, ochoa and williams morrow group 9181 salazar trail apt. 551 70965 martha summit apt. 337 stewartstad, pa 19987 michaeltown, sd 25173 items no. description qty um net price net worth vat [%] gross worth 1. amd dual core 3.9ghz 4gb 5,00 each 249,99 1 249,95 10% 1 374,95 ddr3 500gb wifi windows 10 office desktop pc computer 2. dell optiplex 7060 sff 3,00 each 202,50 607,50 10% 668,25 computer, 8th gen core i5, 8gb ddr4, new 240gb ssd, dvd oo dell core 2 duo desktop 4,00 each 168,00 672,00 10% 739,20 computer | windows xp pro | 4gb | 500gb summary vat [%] net worth vat gross worth 10% 2 529,45 252,94 2 782,39 total $2 529,45 $ 252,94 $ 2 782,39"
batch1-0656.jpg,"Retail, Technology","seller: walters-hall unit 8900 box 6741 dpo ap 44296 items no. description qty ils microsoft xbox series x 1tb 5,00 video game console - black, preorder confirm presale 2. animal crossing downloaded 5,00 3ds nintendo multi color game console white with box oo microsoft xbox series x console 3,00 pre-order - confirmed 4. sony playstation 3 fat console 5,00 bundle | cords 2 dualshock 3 controllers 7 games 5: nintendo switch lite yellow 1,00 console only - no accessories or charger [b1-1] 6. nintendo 64 console ""perfect"" + 1,00 lot games ""6 games"" summary vat [%] 10% total 08/23/2011 um eacl eac eac eac eac eac h client: kirk, collins and henson 0702 hannah light apt. 466 youngchester, nc 15130 net price net worth vat [%] 729,98 3 649,90 10% 154,97 774,85 10% 849,99 2 549,97 10% 119,99 599,95 10% 135,00 135,00 10% 200,00 200,00 10% net worth vat 7 909,67 790,97 $ 7 909,67 $ 790,97 gross worth 4014,89 852,34 2 804,97 659,94 148,50 220,00 gross worth 8 700,64 $ 8 700,64"
